ORGANIZATION_NAME,LOCATION_NAME,ADDRESS_1,ADDRESS_2,PHONE,EXT,CASE_MANAGEMENT,CRISIS_INTERVENTION,LEGAL_SERVICES,SAFETY_PLANNING,IMMIGRATION_SERVICES,EMERGENCY_OR_TRANSITIONAL_SHELTER,PERMANENT_HOUSING,HEALTH_CARE,MENTAL_HEALTH_COUNSELING,DRUG_ADDICTION_SCREENING_AND_TREATMENT,LANGUAGE_INTERPRETATION,PUBLIC_BENEFITS,JOB_TRAINING_AND_ECONOMIC_EMPOWERMENT,RESTORATIVE_JUSTICE,OTHER,INTIMATE_PARTNER_VIOLENCE,FAMILY_VIOLENCE,SEXUAL_ASSAULT,VIOLENT_CRIME,PROPERTY/FINANCIAL_CRIMES,AGE_0-5,AGE_5-24,AGE_25-60,AGE_60+,ELIGIBILITY_CRITERIA,MAIN_HOURS_OF_OPERATION,WEEKEND_HOURS_OF_OPERATION,SPANISH,ARABIC,BENGALI,CHINESE,FRENCH,HAITIAN-CREOLE,ITALIAN,KOREAN,POLISH,RUSSIAN,URDU,YIDDISH,OTHER,INTERPRETATION_SERVICE_OFFERED,REFERRAL_REQUIRED,CULTURAL_COMPETENCIES_SPECIALIZATIONS,,BOROUGH,WEBSITE,X,Y
Safe Horizon,Crime Victim Assistance Program Brooklyn 68th Precinct ,333 65th Street ,"Brooklyn, NY 11220",718-439-4020,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 12 pm - 8 pm</li><li><i>Domestic violence advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li></ul>,,,1,,,,,,,,1,,,,,,,,Brooklyn,https://www.safehorizon.org/,978016,172080
Safe Horizon,Crime Victim Assistance Program Brooklyn 69th Precinct ,9720 Foster Avenue  ,"Brooklyn, NY 11236",718-257-6274,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 12 pm - 8 pm</li><li><i>Domestic violence advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,1,,,,,,,,,,,,Brooklyn,https://www.safehorizon.org/,1010628,175515
Safe Horizon,Crime Victim Assistance Program Brooklyn 70th Precinct ,154 Lawrence Avenue  ,"Brooklyn, NY 11230",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 12 pm - 8 pm</li><li><i>Domestic violence advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,,,,,Brooklyn,https://www.safehorizon.org/,991547,168934
Safe Horizon,Crime Victim Assistance Program Brooklyn 71st Precinct ,421 Empire Boulevard ,"Brooklyn, NY 11225",718-735-5776,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 12 pm - 8 pm</li><li><i>Domestic violence advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,1,,,,,,,,,,,,,Brooklyn,https://www.safehorizon.org/,998747,181382
Safe Horizon,Crime Victim Assistance Program Brooklyn 72nd Precinct ,830 4th Avenue  ,"Brooklyn, NY 11232",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li><li><i>Domestic violence advocacy services:</i><br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,1,1,,,,,American Sign Language,,,,,Brooklyn,https://www.safehorizon.org/,983964,179071
Safe Horizon,Crime Victim Assistance Program Brooklyn 77th Precinct ,127 Utica Avenue ,"Brooklyn, NY 11213",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 12 pm - 8 pm</li><li><i>Domestic violence advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,1,,,,,,,,,,,,Brooklyn,https://www.safehorizon.org/,1003606,185050
Safe Horizon,Crime Victim Assistance Program Brooklyn 78th Precinct ,65 6th Avenue  ,"Brooklyn, NY 11217",718-623-4184,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 12 pm - 8 pm</li><li><i>Domestic violence advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,1,,1,,,,,,,,,,,Brooklyn,https://www.safehorizon.org/,991425,187357
Safe Horizon,Crime Victim Assistance Program Brooklyn 81st Precinct ,30 Ralph Avenue  ,"Brooklyn, NY 11221",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 12 pm - 8 pm</li><li><i>Domestic violence advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,,,,,Brooklyn,https://www.safehorizon.org/,1005216,190526
Safe Horizon,Crime Victim Assistance Program Brooklyn 88th Precinct ,298 Classon Avenue  ,"Brooklyn, NY 11205",718-636-3059,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li><li><i>Domestic violence advocacy services:</i><br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,1,,,,,,,,,,,,Brooklyn,https://www.safehorizon.org/,995188,190691
Safe Horizon,Crime Victim Assistance Program Brooklyn 90th Precinct ,211 Union Avenue  ,"Brooklyn, NY 11211",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li><li><i>Domestic violence advocacy services:</i><br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,,,,,,,,,,,,Brooklyn,https://www.safehorizon.org/,997872,196575
Safe Horizon,Crime Victim Assistance Program Queens 102nd Precinct ,87-34 118th Street,"Richmond Hill, NY 11418",718-805-3260,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 12 pm - 8 pm</li><li><i>Domestic violence advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,1,,,,,,,,,,,,Queens,https://www.safehorizon.org/,1030954,193887
Safe Horizon,Crime Victim Assistance Program Queens 103rd Precinct ,168-02 91st Avenue  ,"Jamaica, NY 11434",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 12 pm - 8 pm</li><li><i>Domestic violence advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,,,,,Queens,https://www.safehorizon.org/,1041750,196939
Safe Horizon,Crime Victim Assistance Program Queens 104th Precinct ,64-2 Catalpa Avenue  ,"Ridgewood, NY 11385",718-386-3097,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li><li><i>Domestic violence advocacy services:</i><br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,,,,,,,,,,,,Queens,https://www.safehorizon.org/,1013764,195875
Safe Horizon,Crime Victim Assistance Program Queens 106th Precinct ,103-53 101st Street,"Ozone Park, NY 11417",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li><li><i>Domestic violence advocacy services:</i><br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,1,,,,,,,,,,,,,,,Queens,https://www.safehorizon.org/,1028713,187853
Safe Horizon,Crime Victim Assistance Program Queens 108th Precinct ,547 50th Avenue ,"Long Island City, NY 11101",718-784-6807,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li><li><i>Domestic violence advocacy services:</i><br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,1,,,,,,,,,,Hindi,,,,,Queens,https://www.safehorizon.org/,996793,210001
Safe Horizon,Crime Victim Assistance Program Queens 109th Precinct ,37-05 Union Street,"Flushing, NY 11354",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li><li><i>Domestic violence advocacy services:</i><br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,,,,,,,,,,,,Queens,https://www.safehorizon.org/,1032199,217060
Safe Horizon,Crime Victim Assistance Program Queens 110th Precinct ,9441 43rd Avenue  ,"Corona, NY 11373",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li><li><i>Domestic violence advocacy services:</i><br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,,,,,,,,,,,,,Queens,https://www.safehorizon.org/,1020251,210813
Safe Horizon,Crime Victim Assistance Program Queens 111th Precinct ,45-06 215th Street ,"Bayside, NY 11361",718-279-0225,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li><li><i>Domestic violence advocacy services:</i><br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,,,,,,,,,,,,Queens,https://www.safehorizon.org/,1048563,216314
Safe Horizon,Crime Victim Assistance Program Queens 112th Precinct ,68-40 Austin Street ,"Flushing, NY 11375",718-520-6478,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 12 pm - 8 pm</li><li><i>Domestic violence advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,,,,,Queens,https://www.safehorizon.org/,1025446,202473
Safe Horizon,Crime Victim Assistance Program Queens 113th Precinct ,167-02 Baisley Boulevard ,"Jamaica, NY 11434",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 12 pm - 8 pm</li><li><i>Domestic violence advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,,,,,,,,,,,,,Queens,https://www.safehorizon.org/,1046399,186972
Safe Horizon,Crime Victim Assistance Program Queens 114th Precinct ,34-16 Astoria Boulevard  South,"Astoria, NY 11103",718-626-2007,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 12 pm - 8 pm</li><li><i>Domestic violence advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,1,,,,,,,,1,,Punjabi,,,,,Queens,https://www.safehorizon.org/,1007653,219571
Safe Horizon,Crime Victim Assistance Program Queens 115th Precinct ,92-15 Northern Boulevard  ,"Jackson Heights, NY 11372",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 12 pm - 8 pm</li><li><i>Domestic violence advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,,,,,Queens,https://www.safehorizon.org/,1018699,215043
Safe Horizon,Crime Victim Assistance Program Staten Island 121st precinct ,970 Richmond Avenue ,"Staten Island, NY 10314",718-697-8704,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li><li><i>Domestic violence advocacy services:</i><br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,,,,,,,,,,,,Staten Island,https://www.safehorizon.org/,942235,166502
Safe Horizon,Crime Victim Assistance Program Staten Island 122nd precinct ,2320 Hylan Boulevard ,"Staten Island, NY 10306",718-667-3210,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li><i>Crime advocacy services:</i><br>Monday - Friday: 12 pm - 8 pm</li><li><i>Domestic violence advocacy services:</i><br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,,,,,Staten Island,https://www.safehorizon.org/,954954,148346
Safe Horizon,Staten Island Family Justice Center ,126 Stuyvesant Place ,"Staten Island, NY 10301",718-697-4300,,1,1,1,1,1,,,,1,,,,,1,,1,,1,,,1,1,1,1,"Serves victims of intimate partner violence, elder abuse and/or sex trafficking",Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,,,,Staten Island,https://www.safehorizon.org/,962810,173464
Sanctuary for Families,Bronx Family Justice Center,"198 E 161st Street, 2nd Floor","Bronx, NY 10451",718-508-1220,,1,1,1,1,1,,,,1,,,,1,,Childcare services,1,,,,,1,1,1,1,"Serves victims of intimate partner violence, elder abuse and/or sex trafficking",Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,"Japanese, Greek, Africaans, Twi",1,,"Immigrants, LGBTQ, human trafficking survivors, Orthodox Jewish communities",,Bronx,https://sanctuaryforfamilies.org/,1006087,240172
Sanctuary for Families,Brooklyn Family Justice Center,350 Jay Street,"Brooklyn, NY 11201",718-250-5111,,1,,1,,1,,,,,,,,,,,1,,,,,1,1,1,1,"Serves victims of intimate partner violence, elder abuse and/or sex trafficking",Monday - Friday: 9 am - 5 pm,,1,,,,1,,,,,1,,,"Bambara, Portuguese",1,,"Immigrants, LGBTQ, human trafficking survivors, Orthodox Jewish communities",,Brooklyn,https://sanctuaryforfamilies.org/,987580,192051
Sanctuary for Families,Manhattan Family Justice Center,80 Centre Street,"Manhattan, NY 10013",212-602-2800,,1,1,1,1,1,,,,1,,,,1,,Childcare services,1,,,,,1,1,1,1,"Serves victims of intimate partner violence, elder abuse and/or sex trafficking",Monday - Friday: 9 am - 5 pm,,1,,1,,1,,,,,1,,,"Twi, Greek, Thai, Armenian",1,,"Immigrants, LGBTQ, human trafficking survivors, Orthodox Jewish communities",,Manhattan,https://sanctuaryforfamilies.org/,983921,199805
Sanctuary for Families,Queens Family Justice Center ,126-02 82nd Avenue ,"Queens, NY 11415",718-575-4545,,1,1,1,1,1,,,,1,,,,,,Childcare services,1,,,,,1,1,1,1,"Serves victims of intimate partner violence, elder abuse and/or sex trafficking",Monday - Friday: 9 am - 5 pm,,1,,,1,1,,1,,,,,,Dutch,1,,"Immigrants, LGBTQ, human trafficking survivors, Orthodox Jewish communities",,Queens,https://sanctuaryforfamilies.org/,1032620,199035
Sanctuary for Families,Staten Island Family Justice Center,126 Stuyvesant Place ,"Staten Island, NY 10301",718-697-4300,,,,1,,,,,,,,,,,,,1,,,,,1,1,1,1,"Serves victims of intimate partner violence, elder abuse and/or sex trafficking",Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,,"Immigrants, LGBTQ, human trafficking survivors, Orthodox Jewish communities",,Staten Island,https://sanctuaryforfamilies.org/,962810,173464
Seamen's Society for Children and Families,Administrative Office,50 Bay Street ,"Staten Island, NY 10301-1827",718-447-7740 ,4792,1,1,,1,,,,,1,,,,1,,,1,1,1,,,1,1,,,,Monday - Friday: 9 am - 5 pm,Saturday-Sunday: 9 am - 4:45 pm,1,,,,,,,,,,,,,1,,Spanish-speaking communities,,Staten Island,http://seamenssociety.org/,963127,172767
Sephardic Bikur Holim,,425 Kings Hwy ,"Brooklyn, NY 11223",718-787-1100,,1,1,,1,1,1,,,1,,1,,1,,,1,1,1,,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,,1,,,,,,,,,,,Hebrew,,,Orthodox Jewish communities,,Brooklyn,https://sbhonline.org/,991322,159587
"Shalom Task Force, Inc.",Administrative Office,"25 Broadway, 4th Floor","New York, NY 10004-1066",212-742-1478 ,8,1,1,1,1,,,,,,,,,,,,1,,,,,1,1,1,1,Call to confirm eligibility,Monday - Friday: 9 am - 5 pm,,,,,,,,,,,,,1,,,,Orthodox Jewish communities,,Manhattan,https://www.shalomtaskforce.org/,980368,196404
"Shalom Task Force, Inc.",Brooklyn Legal Services,"105 Court Street, 4th Floor","Brooklyn, NY 11201",347-592-2124,,1,1,1,1,,,,,,,,,,,,1,1,1,,,1,1,1,1,Call to confirm eligibility ,Monday - Friday: 9 am - 5 pm,,,,,,,,,,,1,,,,,,Orthodox Jewish communities,,Brooklyn,https://www.shalomtaskforce.org/legal-services,986594,190930
"Sheltering Arms Children and Family Services, Inc",Jamaica Youth Drop-in Center,"89-74 162nd Street, 3rd Floor","Jamaica, NY 11432",718-526-2400 ,2077,1,,,,,,,,,,,,1,,,1,1,,,,1,1,,,Serves victims who are under 24 years of age ,Monday - Friday: 10 am - 6 pm,Saturday-Sunday: 10 am - 6 pm,1,,,,,,,,,,,,,,,"Runaway, homeless, and LGBTQI communities",,Queens,https://shelteringarmsny.org/,1040238,196031
"Sheltering Arms Children and Family Services, Inc",Far Rockaway Youth Drop-in Center,1600 Central Avenue,"Far Rockaway, NY 11691",718-471-6818 ,2123,1,,,,,,,,,,,,1,,,1,1,,,,1,1,,,Serves victims who are under 24 years of age ,Monday - Friday: 10 am - 6 pm,Saturday-Sunday: 10 am - 6 pm,1,,,,,,,,,,,,,,,"Runaway, homeless, and LGBTQI communities",,Queens,https://shelteringarmsny.org/,1053018,159939
"Sheltering Arms Children and Family Services, Inc",Jamaica Youth Drop-in Center,"89-74 162nd Street, 3rd Floor","Jamaica, NY 11432",718-526-2400 ,2077,,,,,,,,,1,,,,,,,1,1,,,,1,1,,,,Monday - Friday: 10 am - 6 pm,Saturday-Sunday: 10 am - 6 pm,1,,,,,,,,,,,,,,,"Runaway, homeless, and LGBTQI communities",,Queens,https://shelteringarmsny.org/,1040238,196031
"Sheltering Arms Children and Family Services, Inc",Far Rockaway Youth Drop-in Center,1600 Central Avenue,"Far Rockaway, NY 11691",718-471-6818 ,2123,,,,,,,,,1,,,,,,,1,1,,,,1,1,,,,Monday - Friday: 10 am - 6 pm,Saturday-Sunday: 10 am - 6 pm,1,,,,,,,,,,,,,,,"Runaway, homeless, and LGBTQI communities",,Queens,https://shelteringarmsny.org/,1053018,159939
Staten Island Legal Services,,"36 Richmond Terrace, Suite 205 ","Staten Island, NY 10301",718-233-6480,,1,1,1,1,1,,,,,,1,1,,,,1,1,1,,,1,1,1,1,Call to confirm eligibility,Monday - Friday: 9 am - 5 pm,,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,Staten Island,http://www.legalservicesnyc.org/our-program/staten-island,962996,173754
The Center for Anti-Violence Education,,327 7th Street ,"Brooklyn, NY 11215",718-788-1775,,,,,1,,,,,,,,,,,Self-defense classes,1,,1,,,1,1,1,1,Serves domestic violence victims,Monday - Friday: 10 am - 6 pm,Call to inquire about weekend hours of operation ,1,,,,,,,,,,,,,,,LGBTQ Youth,Other (please specify),Brooklyn,http://caeny.org/,988285,183592
Urban Resource Institute,Administrative Office,"75 Broad Street, Suite 505 ","New York, NY 10004",636-588-0030,,1,1,1,1,1,1,,,,,1,,1,,,1,1,,,,1,1,1,1,Call to confirm eligibility,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,,,,,Manhattan,http://urinyc.org/,981134,196012
"Volunteers of America Greater New York, Inc",Schwartz Assessment Shelter,65 Charles Gay Loop ,"New York, NY 10035",212-873-2600,,1,,,,,1,,,1,,,1,,,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,,DHS Prevention Assistance and Temporary Housing (PATH),,,Manhattan,https://www.voa-gny.org/,1003776,225496
"Volunteers of America Greater New York, Inc",Jamaica Employment Shelter,9305 168th Street,"Jamaica, NY 11433",212-873-2600,,1,,,,,1,,,1,,,1,,,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,,DHS Prevention Assistance and Temporary Housing (PATH),,,Queens,https://www.voa-gny.org/,1042384,196137
"Volunteers of America Greater New York, Inc",Cromwell Safe Haven,1375 Cromwell Avenue  ,"Bronx, NY 10452",212-873-2600,,1,,,,,1,,,1,,,1,,,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,,DHS Prevention Assistance and Temporary Housing (PATH),Veteran and chronically homeless populations,,Bronx,https://www.voa-gny.org/,1006304,245476
"Volunteers of America Greater New York, Inc",Regent Family Residence,2720 Broadway,"New York, NY 10025",212-873-2600,,1,,,,,1,,,1,,,1,,,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,,DHS Prevention Assistance and Temporary Housing (PATH),,,Manhattan,https://www.voa-gny.org/,993182,230663
"Volunteers of America Greater New York, Inc",University Family Residence,1041 University Avenue ,"Bronx, NY 10452",212-873-2600,,1,,,,,1,,,1,,,1,,,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,,DHS Prevention Assistance and Temporary Housing (PATH),,,Bronx,https://www.voa-gny.org/,1003414,243271
"Volunteers of America Greater New York, Inc",Lydia E. Hoffman Family Residence,855 E 175th Street,"Bronx, NY 10460",212-873-2600,,1,,,,,1,,,1,,,1,,,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,,DHS Prevention Assistance and Temporary Housing (PATH),,,Bronx,https://www.voa-gny.org/,1014997,245464
"Volunteers of America Greater New York, Inc",Bushwick Family Residence,1675 Broadway,"Brooklyn, NY 11207",212-873-2600,,1,,,,,1,,,1,,,1,,,,1,1,,,,1,1,1,1,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,,DHS Prevention Assistance and Temporary Housing (PATH),,,Brooklyn,https://www.voa-gny.org/,1008542,188643
Womankind,Manhattan Community Office,"9 Mott Street, Suite 200","New York, NY 10013",888-888-7702,,1,1,,1,1,1,,,,,,1,1,,,1,1,1,,,1,1,1,1,Serves human trafficking victims,Monday - Friday: 9 am - 5 pm,,,,,1,,,,,,,,,Japanese,,,Asian survivors of gender-based violence ,,Manhattan,https://www.iamwomankind.org/,984538,199383
Womankind,Brooklyn Community Office,504 62nd Street,"Brooklyn, NY 11220",888-888-7703,,1,1,,1,1,1,,,,,,1,1,,,1,1,1,,,1,1,1,1,Serves human trafficking victims,Monday - Friday: 9 am - 5 pm,,,,1,1,,,,,,,,,"Hindi, Taiwanese, Vietnamese ",,,Asian survivors of gender-based violence ,,Brooklyn,https://www.iamwomankind.org/,979479,171755
Womankind,Queens Community Office,"86-26 Broadway, 2nd Floor","New York, NY 11373",888-888-7704,,1,1,,1,1,1,,,,,,1,1,,,1,1,1,,,1,1,1,1,Serves human trafficking victims,Monday - Friday: 9 am - 5 pm,,1,,1,1,,,,1,,,1,,"Bahasa Indonesia, Hindi, Japanese, Tagalog, Nepali",,,Asian survivors of gender-based violence ,,Queens,https://www.iamwomankind.org/,1018198,208113
